Source: ACS 5-Year Estimates Public Use Microdata Sample 2018
Weight used: PWGTP
"Universe: selected geographies: Western Upper Peninsula PUM..., Eastern Upper Peninsula PUM..., Northeast Lower Peninsula P..., Northwest Lower Peninsula (..., Northwest Lower Peninsula (..., Newaygo, Mason, Oceana & La..., Muskegon County PUMA, Michigan, Ottawa County (West) PUMA, ..., Ottawa County (East) PUMA, ..., Allegan County PUMA, Michigan, Kent County (Southwest) PUM..., Kent County (Central)--Gran..., Kent County (Southeast) PUM..., Kent County (North) PUMA, M..., Ionia, Montcalm, Mecosta & ..., Isabella, Gratiot & Clare C..., Iosco, Gladwin, Roscommon, ..., Bay & Midland Counties PUMA..., Saginaw County PUMA, Michigan, Tuscola, Sanilac & Huron Co..., Genesee (East) & Lapeer Cou..., Genesee County (Central, Ou..., Genesee County (Central)--F..., Genesee (West) & Shiawassee..., Ingham County (South & East..., Ingham County (Northwest) P..., Eaton & Clinton Counties PU..., Calhoun & Barry Counties PU..., Kalamazoo County (Outer) PU..., Kalamazoo County (Central)-..., St. Joseph & Branch Countie..., Van Buren & Cass Counties P..., Berrien County PUMA, Michigan, Lenawee & Hillsdale Countie..., Jackson County PUMA, Michigan, Washtenaw County (West, Nor..., Washtenaw County (East Cent..., Washtenaw County (East Cent..., Livingston County PUMA, Mic..., Oakland County (West) PUMA,..., Oakland County (Northeast) ..., Oakland County (East Centra..., Oakland County (Central) PU..., Oakland County (Southwest) ..., Oakland County (Central)--B..., Oakland County (South Centr..., Oakland County (Southeast) ..., Macomb County (North) PUMA,..., Macomb County (Central) PUM..., Macomb County (Southwest)--..., Macomb County (Southeast)--..., Macomb County (Southeast)--..., Macomb County (Southwest)--..., St. Clair County PUMA, Mich..., Wayne County (Northwest) PU..., Wayne County (North Central..., Wayne County (Central)--Dea..., Wayne County (Central)--Wes..., Wayne County (Southwest) PU..., Wayne County (Southeast)--D..., Wayne County (Southeast)--D..., Detroit City (Northwest) PU..., Detroit City (North Central..., Detroit City (Northeast) PU..., Detroit City (South Central..., Detroit City (Southwest) PU..., Wayne County (Northeast)--I..., Monroe County PUMA, Michigan; Occupation recode for 2018 and later based on 2018 OCC codes (OCCP): CMM-Computer And Information Research Scientists, CMM-Computer Systems Analysts, CMM-Information Security Analysts, CMM-Computer Programmers, CMM-Software Developers, CMM-Software Quality Assurance Analysts and Testers, CMM-Web Developers, CMM-Web And Digital Interface Designers, CMM-Computer Support Specialists, CMM-Database Administrators and Architects, CMM-Network And Computer Systems Administrators, CMM-Computer Network Architects, CMM-Computer Occupations, All Other, CMM-Actuaries, CMM-Operations Research Analysts, CMM-Other Mathematical Science Occupations, ENG-Architects, Except Landscape And Naval, ENG-Landscape Architects, ENG-Surveyors, Cartographers, And Photogrammetrists, ENG-Aerospace Engineers, ENG-Biomedical And Agricultural Engineers, ENG-Chemical Engineers, ENG-Civil Engineers, ENG-Computer Hardware Engineers, ENG-Electrical And Electronics Engineers, ENG-Environmental Engineers, ENG-Industrial Engineers, Including Health And Safety, ENG-Marine Engineers And Naval Architects, ENG-Materials Engineers, ENG-Mechanical Engineers, ENG-Petroleum, Mining And Geological Engineers, Including Mining Safety Engineers, ENG-Other Engineers, ENG-Architectural And Civil Drafters, ENG-Other Drafters, ENG-Electrical And Electronic Engineering Technologists And Technicians, ENG-Other Engineering Technologists And Technicians, Except Drafters, ENG-Surveying And Mapping Technicians; Educational attainment (SCHL): Regular high school diploma, Associate's degree, Bachelor's degree, Master's degree, Doctorate degree"
"Detroit City (Northwest) PUMA, Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Detroit City (North Central) PUMA, Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Detroit City (Northeast) PUMA, Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Detroit City (South Central & Southeast) PUMA, Michigan","","","","","","","","","","","","","","","","","","","","","","","22","","","","","34","","","","","34","","","","","","","","","","","","","","","","","","","","64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Detroit City (Southwest) PUMA, Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wayne County (Northeast)--I-94 Corridor PUMA, Michigan","","","","","","","","","39","","","","","","","","","24","","","","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Monroe County PUMA, Michigan","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> PRF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Upper Peninsula PUMA, Michigan","","","","","","","","46","","","","","44","","","25","","39","50","","20","","25","","39","","","","","","","","","","","","","48","","","","37","","55","","","","","","","","","33","","","","","","","","36","","27","39","","","","","","","","","","","","","","","","","","","37","62","","","","","","","","","35","33","","","","74","","","","","","","","","","","","","","","32","45","","","","","","","","","38","","","","","","31","","","","","75","","","","","","","","","","","","","","33","","","","","","","","20","42","42","","","","55","39","","","","","27","","","","","","","","34","","","","","33","71","","",""
"Eastern Upper Peninsula PUMA, Michigan","","","","","","","","63","","","","","","","","","","59","","","","","41","","","","","","","","","","","","","","","","","","","28","35","","","","","","","","","70","","","","","","57","","","","38","","","","","","","","","","","","","","","","","","","","","55","","","","","","","","","","26","","","","","","","","","","","","","","","","","","","","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","","","","","","","","","","50","","","","","","","","","71","","","","","","","",""
"Northeast Lower Peninsula PUMA, Michigan","","","","","","62","","","","","","","","","","","64","","","","","","39","33","","","","","","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","50","","","","","","","","","","","","","","","","","","","","73","61","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","","","","","","","","","","","","","","","23","","","","60","","",""
"Northwest Lower Peninsula (East) PUMA, Michigan","","","","","","","","42","73","","","","","","","","50","60","29","","","56","36","30","","","","","","","","","","","","","","","","","","24","46","","","","","","","","","41","34","","","","","","","","26","53","37","","","","","","73","","","","","","","","","","","","","","","42","","","","","","","","","67","","","","","","","","","","","","","","","","","","","","49","","","","","","","","","","","","","","","","65","","","","","","","","","","","","","","","","","","","61","64","","","","","","","","","56","","","","","","","","","55","46","","","","","","","","68","","","","","63","","","",""
"Northwest Lower Peninsula (West) PUMA, Michigan","","","","","","","","59","","","","","","","","","","39","","","","","69","","","","","","","","","","","47","","","","","","","","","64","47","","","","","","","","26","","","","","","","","","","38","22","50","","","","","","","","","","","","","","","","","","62","24","43","","","","60","","","","","58","","","","","","","","","","","","","","","","","","","","37","63","","","","61","","","","","64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","","","59","","","","35","","","","","","","","","","","60","34","","","","","","",""
"Newaygo, Mason, Oceana & Lake Counties PUMA; Michigan","","","","","","","","","","","","","","","","","","33","","","","42","40","","","","","67","","","","","","38","","","","","","","","48","","","","","","","","","","","","49","","","","","","","","","40","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","","","","","","","","","","","","","","","","","","","","60","","","","","","","","","","53","","","","","","","","","","","","","","","","","","","","","","","","","42","","","","","","","","","","","33","","","39","","63","","","","","","","","","30","","","","","","","","29","","","",""
"Muskegon County PUMA, Michigan","","","","","","","59","","","","","","","","","","","57","52","","","46","32","","","","","","","","","","","32","","","","","","","","","","54","","","","","70","","","","37","","","","","","","","","44","39","","","","","","","","","","","","","","","","","","","","","67","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","55","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","","","","59","","","","","","","","","","","","","","74","","","",""
"Ottawa County (West) PUMA, Michigan","","","","","","","","55","","","","","","","","","","52","","","","","42","44","","","","","43","","","","31","32","","","","","","","53","40","","","","","","","","","","","","","","","","","","","","37","31","","","","","","","","","","","","","","","","","","","","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","31","","","","","","","","54","","31","","","","","","","","","","59","","","","","","","","","","","","","","","25","","","","","","","","","","28","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ottawa County (East) PUMA, Michigan","","","","","","","","40","","","","","","","","","","","34","","20","","30","39","","","","","29","","","30","","","","","","","","31","","","48","","","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","61","","","","","","","","","","","","","","","","","","","","","","","","","47","","","","","","","","","","","","","","","","","","","","","35","","","","","","","","","","","","","","27","","","","","","","","","","38","","","","","28","","","","","","","","","","","","","","","","","","73","","","",""
"Allegan County PUMA, Michigan","","","","","","","","","47","","","","","","","","","28","","","","","","","","","","","","","","","55","","","","","61","","","","","47","","","","","","","","","","35","","","","","","48","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","","","","","","","","","","","","","","","","","","","","","79","","62","","","",""
"Kent County (Southwest) PUMA, Michigan","","","","","","","","50","","","","","","","","","","35","31","","","49","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","","","","","","","","","","","","","","","","","","","","","","65","","","","","","","26","","","","","","","","","","","57","","","","","","","","","","","","","","","","","","","","29","55","","","","","","","","","59","","","","","","","","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kent County (Central)--Grand Rapids City Area PUMA, Michigan","","","","","","","","42","48","","","","32","","","60","","32","","","","29","30","34","","","","","","","","26","52","","","","","29","","","","47","35","","","","","","","","","","","","","","","","","","","37","28","42","","","","28","","","","","","","","","","41","","","","","23","28","","","","","44","","","","","","","","","","","","","","","","","","","","","","20","","53","23","53","","","","","","","","55","","","","","29","","","19","","","","","","","","","","","","","","","","","38","","","","","","","","","","36","30","","","","","","","","47","41","","","","","","","","","","","","","","","","",""
"Kent County (Southeast) PUMA, Michigan","","","45","","","","","49","55","","","","","","","","","44","24","","","","39","","","","","55","","","","","","","","44","","47","","","38","","43","59","","","","25","","","","49","45","","","","","","","","","","45","","","","","","","","38","","","","","","","","","","","","","51","","","","","","","","","","","","","","","","","","","","","","","","","","","51","","37","","","","","","","","","","77","","","","","","","","","","","32","","","","","","","","","","","","43","","54","","","","","","","","","","","62","","","","","","","36","32","36","","","","","","","","","","","","","","","","",""
"Kent County (North) PUMA, Michigan","","","","","","","","40","60","","","","","","","","30","47","55","","50","","59","","","54","","","","","","","","","","","","27","","","","","","","","","","","","","","","40","","","","","","","","","38","","","","","","","","","","","56","","","","","","","","","","37","","","","","69","","","","","28","56","","","","","","","","","","","","","","","","","","","49","35","","","","48","","","","","56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","","","","","","","","","","","","","","","","","","","","30","","","","","","",""
"Ionia, Montcalm, Mecosta & Osceola Counties PUMA; Michigan","","","","","","","","46","39","","","","24","","","","","48","","","","48","58","","","35","","35","","","","","41","","","","","","","","","","31","","","","","","","","","","","","","","","","","","","","52","","","","","","","","","","","","","","","","","","","53","","50","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","32","63","","","","","","","","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","","","","","","","","","25","","","","","","","","","55","","71","","","","","","",""
"Isabella, Gratiot & Clare Counties PUMA; Michigan","","","","","","","","","","","","","","","","","41","33","55","69","","","26","32","","","","26","","","","","","","","","","","","","","","36","35","","","","70","","","","","","","","","36","","","","65","","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iosco, Gladwin, Roscommon, Ogemaw & Arenac Counties PUMA; Michigan","","","","","","36","66","52","","","","","","","","","","","","","","26","","","","","","","","","","","","","","","","38","","","42","47","","","","","","","","","","","26","","","","","","","","","44","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","","","","","","","","","","","","","","","","","","47","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","","","","37","","","","","","","","","","","","","","","","66","","","37","","","",""
"Bay & Midland Counties PUMA, Michigan","","","","","","","","50","","","","","","","","","51","40","","","","32","43","","","","","","","","","","","37","","","","","","","","24","45","","","","","","","","","","55","","","","","","","","55","","51","","","","","","","","","","","","","","","","","","","","44","","","","","","","","","","39","","","","","","","","","","","","","","","","","","","25","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","","","","","","","","","","","64","","","","","49","","","70","64","","","","","","","","","39","","22","","","","","","",""
"Saginaw County PUMA, Michigan","","","","","","22","","","","","","","57","","","","24","41","","","","","33","","","","","","","","","","37","","","","","","","","","28","","","","","","","26","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","32","53","","","","","","","","","34","","","","","","","","","","","","","","","","","","24","","63","","","","","","","","","","60","","","","","33","","","","","","","","","","","","","","","","","","","","65","","","","","","","","","","32","","","","","","","","","","","","","","","","","","","45","","","","67","","","",""
"Tuscola, Sanilac & Huron Counties PUMA; Michigan","","","","","","","","","58","","","","","","","","40","24","","","","","42","42","","","","","","","","","","","","","","27","","","","","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","","35","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","","","","","","","","","","","","","","","64","","","","","","60","","","","","","","","","","","","","","","","","","","","","","","","51","","","","","","","","","","56","","","","","","","","","","","","","","","","",""
"Genesee (East) & Lapeer Counties PUMA, Michigan","","","65","54","","","25","56","","","","","","","","","","","","","36","24","53","","","","","","","","","","","","","","","","","","","43","41","","","","","","","","","44","","","","","","41","","","","41","43","44","","","","","","","","","","","","","","","","","","","59","64","","","","","","","","","40","","","","","","","","","","","","","","","","","","52","52","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","26","51","31","","","","","","","","","48","","","","","","","","","","","","","","59","","",""
"Genesee County (Central, Outside Flint City) PUMA; Michigan","","","","","","","","","65","","","","","","","","","59","","","","","32","","","","","","","","","","","","","","","","","","","","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","22","","","","","","","","","60","58","","","","","","","","","46","","","","","","","","","","","","","","27","","","",""
"Genesee County (Central)--Flint City Area PUMA, Michigan","","","","","","33","","","","","","","","","","","","","","","21","","23","","","","","","","","","","","","","","","","","","","70","","","","","","","","","","","","","","","","","","","","40","41","","","","","","","","","","","","","","","","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Genesee (West) & Shiawassee Counties PUMA, Michigan","","","52","","","","","35","","","","","","","","","56","47","","","","","","37","","","","","","","","","","","","","","","","","","40","32","","","","","","","","","42","37","","","","","","","","","32","57","","","","","","","","","","57","","","","","","","","","","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","57","","","","","","","","","34","","","","","","","","","","23","","","","","","","","","","","","","","","62","","","","","","","","","","65","66","","","","","","","","","","","","","","","","","","","","","","58","","","34",""
"Ingham County (South & East) PUMA, Michigan","","","","","","","","62","60","69","","","","","","","","39","50","","","37","33","38","","","","","","","","","25","","","","","","","","","56","36","","","","","35","37","","","","29","","","","","34","","","","25","46","","","","","","","","","47","","","","","","","","","","","","","","","","","","","","","53","","","","","","","","","","","","","","","","","","","45","43","55","","","","","","","","","","","","","","","","","","","60","","","","","","","","","","","","","","","55","62","","","","","","","76","67","27","46","","","","","","","","","","","","","","","","","21","63","","","","","","","",""
"Ingham County (Northwest) PUMA, Michigan","","","","","","","","","28","","","","","","","","29","32","","","55","63","35","29","","","","38","34","","40","","","31","","","","23","","","","52","","30","","","","","","","","","","","","","","","","","","43","38","","","","","","","","","","26","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","29","","","","","","","","","","","","","","","","","","","67","","","","","","","","","","","","","","","","","","","","","","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eaton & Clinton Counties PUMA, Michigan","","","","","","","","58","25","","","","","","","","48","49","66","65","","33","33","36","","","","22","","","","","","68","","","","","","","20","27","32","","","","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","","","","","","50","","","","","","","","","45","","","","","","","","","","","","","","","","","","","50","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","","","","","","","","32","","65","","","","","","","","","","","","","","","","","","","","","","","","","32","",""
"Calhoun & Barry Counties PUMA, Michigan","","","","","","","","","","","","","","","","","","40","","","","","51","","","","","","","","","","","","","","","40","","","28","37","","","","","","52","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","61","","","","","","","","","","44","27","","","","","","","","","60","55","","","","","","","","","","","","","","48","","","","","","","","","58","","","","","","","","","","","","","","","","","","","","69","","","","27","","","",""
"Kalamazoo County (Outer) PUMA, Michigan","","","","","","","","","","","","","","","","","","38","","","","","43","49","","","","","","","","","46","","","","","50","","","","39","54","","","","","62","","","","","","","","","","","40","","40","","","","","","","","","","","","","50","","","","","","","","","","40","","","","47","","","","","47","","","","","","","","","","","","","","","","","","","","27","","","","","","","","","","","","","","","58","","","","","","","","","","","","","","","","","","","","36","","","","","","","","","","34","","","","","","","","","","","","","","65","","","","","","27","","","64","","","",""
"Kalamazoo County (Central)--Kalamazoo & Portage Cities Area PUMA, Michigan","","","","","","","69","42","","","","","","","","","52","","52","","","31","26","40","","","25","","","","","50","","","","","","","","","","","38","38","","","","","54","","","","","","","","","30","","","","35","34","","","","","","","","25","","","","","","","","","","","44","40","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","","","","","","46","","","","","","",""
"St. Joseph & Branch Counties PUMA, Michigan","","","","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","","","","","","","","","","","","","","","","","","","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","50","","","",""
"Van Buren & Cass Counties PUMA, Michigan","","","","","","","","58","","","","","","","","","44","49","","","","","54","","","","","38","","","","","","","","","","","","","","36","23","64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","","","","46","65","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","43","","","","53","","","","","39","","","","","37","","","","","","","","","","24","","",""
"Berrien County PUMA, Michigan","","","","","","","","41","34","28","","","62","59","","","51","39","29","","","","","","","","","47","","","","","","36","","","26","","","","52","26","","46","","","","","","","","","","","","","","25","","","","","53","","","","","","","","","","","","","","","","","","","","","54","","","","37","","","","","","","","","","","","","","","","","","","","","","","","42","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","","","","","","","","","63","58","","","","","","","","25","","51","","","53","","","","","","","60","","","","","",""
"Lenawee & Hillsdale Counties PUMA, Michigan","","","","","","","","52","","","","","","","","","","61","","","","","52","44","","","","","","","","","40","","","","","","","","21","39","28","","","","","","","","","","55","","","","","","","","47","","57","","","","","","","","","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","","","","","","","","","","51","","","","","","","","","","","","","","","","","","","","","","","","","56","","","","","","","","","","","","","","51","","","","35","34","","","","","23","","","","51","","","","","","","","",""
"Jackson County PUMA, Michigan","","","","","","","","46","","","","","","","","","","42","","","","","30","","","","","59","","","","","28","","","","","","","","56","36","33","","","","","","","","","33","","","","","","","","","","38","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","33","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","","","","","","","","","","23","61","","","","69","","","","","","","","","","","","","","","","","","","","","","",""
"Washtenaw County (West, Northeast & Southeast) PUMA; Michigan","","","","","","","","61","","","","","","","","","","47","44","51","","","35","49","74","","","43","40","","","","","45","","","","","","","","","22","","","","","","59","","","36","","","","","","","","","","33","28","","","","","","","","","","","","","","","61","","70","","","66","50","","","","","","","","","","","","","","","","","","","","","","","","81","","","","","43","","","","","","","","","","","","","","","","","","","43","","","","","","","","","","","","","","","","","","","","","","","","","","45","56","","","64","","","","","","","","","","","","","","","","","","","","","","",""
"Washtenaw County (East Central)--Ann Arbor City Area PUMA, Michigan","","","","26","83","21","","28","27","55","","","","35","","21","","34","49","","","22","30","50","37","","","29","","","","","29","37","","","","34","","","","","34","52","","","","27","","","","","42","52","","","","","58","","","27","32","50","","","","","","","","","24","","","","","","36","","","","23","49","","","","38","57","","","","","","","","","","","","","","","","","","","","","","","","39","31","62","","","","44","","","","","33","","","","56","","","","","29","","","","","","","","","","","","","","","","41","41","","","","","","","","61","34","42","","","","","","","","","32","","","","","","","19","","25","","","","","","",""
"Washtenaw County (East Central, Outside Ann Arbor City) PUMA; Michigan","","","","","","","","51","58","53","22","","24","","","","38","29","44","","35","27","38","36","43","","","36","","","","","49","","","","","","","","26","53","31","45","55","","","43","29","","","","32","63","","","","55","","57","","36","29","47","","","","","","","","","","","","","","","48","","","","","44","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","38","59","41","","","","","","","","27","56","38","","","","","","","","42","53","","","","","","","","","","","","","","25","","","","","","","","","","29","62","","","","","","","","","","","","","","42","","","","","","","","","40","","",""
"Livingston County PUMA, Michigan","","","","","","","","25","51","","46","","46","","","","","48","55","","","60","53","45","","","","","","","","","32","","","","49","57","49","","44","40","39","39","","","59","","","","46","","","","","","","","","","","43","53","64","","","","","","","","","","","","","","","","","","52","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","34","49","","","","","","","","22","35","","","","","38","54","","","","55","","","","","","","","","","","","","","","52","80","","","","","","","","51","48","49","62","","","68","","","","32","","","","","","","","","48","","","","","","42","40","",""
"Oakland County (West) PUMA, Michigan","","","","","","","","42","44","","","","30","","","36","","48","51","","","60","55","","","","22","27","","","22","","","","","","","","","","","","35","","","52","","","72","","","60","50","","","","","","","","","","47","","","","","","","","","","39","","","","","","","","","","57","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","39","48","","22","","29","","","","","","34","","","","41","","","","","61","","","","","","","","","","","","","54","","23","34","","","","","","","50","62","","40","35","","","42","","","","","","","","","","","","","","","","","","","","","",""
"Oakland County (Northeast) PUMA, Michigan","","","","","","","45","50","48","","","","60","","","","","49","37","60","","60","41","50","","","","","","","","","","39","","","","","","","","52","47","","","","","","","","","","31","","","","","28","56","","","56","47","57","","","","","","","","50","","","31","","","","35","","","","48","50","","","","","","","","","","23","","","","","","","","","","","","","","","","","","","51","62","","","","","","","","","","","","","","","","","","","37","41","","","","","","","","","","","","","","","38","","","","","","","","","38","51","","63","","","","","65","","","","","","","","","","","","","","","","","","",""
"Oakland County (East Central)--Troy & Rochester Area PUMA, Michigan","","","","","","","32","41","39","","","","","","","20","","49","59","","31","51","34","49","","","","28","38","","","","33","","","","","27","","","","31","40","46","","","","59","53","","","","48","54","","","","","","","","","42","54","","","","","","","","","","","","","","40","","","","","47","31","55","","","50","","","","","","","","","","","","","","","","","","","","","","","","60","49","50","59","","","28","31","","54","","35","","","","","","","","","","69","32","","","","","","","","","","","","53","56","38","56","55","","","","","","71","","46","51","73","","","42","","","","","","","","","","","","","","","","","","","","","",""
"Oakland County (Central) PUMA, Michigan","","","","","","","47","33","39","","","20","","","","","31","33","34","","","","43","32","","","","31","","","","","","","","","","","","","","51","33","34","","","42","23","54","","","","34","","","","","","","","","30","55","","","","","","","","","","","","","","","","","","","","71","43","","","","","29","","","","","","","","","","","","","","","","","","","","","","","26","44","","","","","","","","","","55","","","","","","","","","","25","","","","","","","","","","23","","","","","36","52","","","","","","","","","","35","","","","","","","","39","","","","","","","","","","","","","","69","","","",""
"Oakland County (Southwest) PUMA, Michigan","","","","","","","","50","36","","","65","","","","","","28","50","","","","44","41","","","","","36","","","","28","","","","37","","","","28","56","52","51","","","","","","","50","39","","61","","","","","","","43","40","39","44","","","","","","","","","","43","","","","","44","35","","","","","","","","","","","","","35","","","","","","","","","","","","","","","","","","","","41","56","56","","","","","","","","46","","","","","","","","","64","","","","","","","","","","","","","","","","38","37","","","","","","","62","","40","44","","","","","","","","","36","","","","","","","","","26","","","","","","","",""
"Oakland County (Central)--Birmingham & Bloomfield Area PUMA, Michigan","","","","","","","67","48","54","","","","23","","","","","42","54","","","50","48","49","","","","","","","","","31","","","","","29","","","","55","48","","","","","64","59","","","","","50","","","","","","","21","","43","48","","","","","","","","52","48","57","","","","","","","","","43","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","45","55","","","","","","","","35","","","","","27","","","","","","","","","","","","","","","","","","","","53","","43","","","","","","","51","48","33","","","","","","","","47","","","","","","","","","","","","","","","44","","",""
