Source: ACS 5-Year Estimates Public Use Microdata Sample 2020
Weight used: PWGTP
"Universe: selected geographies: Western Upper Peninsula PUM..., Eastern Upper Peninsula PUM..., Northeast Lower Peninsula P..., Northwest Lower Peninsula (..., Northwest Lower Peninsula (..., Newaygo, Mason, Oceana & La..., Muskegon County PUMA, Michigan, Ottawa County (West) PUMA, ..., Ottawa County (East) PUMA, ..., Allegan County PUMA, Michigan, Kent County (Southwest) PUM..., Kent County (Central)--Gran..., Kent County (Southeast) PUM..., Kent County (North) PUMA, M..., Ionia, Montcalm, Mecosta & ..., Isabella, Gratiot & Clare C..., Iosco, Gladwin, Roscommon, ..., Bay & Midland Counties PUMA..., Saginaw County PUMA, Michigan, Tuscola, Sanilac & Huron Co..., Genesee (East) & Lapeer Cou..., Genesee County (Central, Ou..., Genesee County (Central)--F..., Genesee (West) & Shiawassee..., Ingham County (South & East..., Ingham County (Northwest) P..., Eaton & Clinton Counties PU..., Calhoun & Barry Counties PU..., Kalamazoo County (Outer) PU..., Kalamazoo County (Central)-..., St. Joseph & Branch Countie..., Van Buren & Cass Counties P..., Berrien County PUMA, Michigan, Lenawee & Hillsdale Countie..., Jackson County PUMA, Michigan, Washtenaw County (West, Nor..., Washtenaw County (East Cent..., Washtenaw County (East Cent..., Livingston County PUMA, Mic..., Oakland County (West) PUMA,..., Oakland County (Northeast) ..., Oakland County (East Centra..., Oakland County (Central) PU..., Oakland County (Southwest) ..., Oakland County (Central)--B..., Oakland County (South Centr..., Oakland County (Southeast) ..., Macomb County (North) PUMA,..., Macomb County (Central) PUM..., Macomb County (Southwest)--..., Macomb County (Southeast)--..., Macomb County (Southeast)--..., Macomb County (Southwest)--..., St. Clair County PUMA, Mich..., Wayne County (Northwest) PU..., Wayne County (North Central..., Wayne County (Central)--Dea..., Wayne County (Central)--Wes..., Wayne County (Southwest) PU..., Wayne County (Southeast)--D..., Wayne County (Southeast)--D..., Detroit City (Northwest) PU..., Detroit City (North Central..., Detroit City (Northeast) PU..., Detroit City (South Central..., Detroit City (Southwest) PU..., Wayne County (Northeast)--I..., Monroe County PUMA, Michigan; Occupation recode for 2018 and later based on 2018 OCC codes (OCCP): CMM-Computer And Information Research Scientists, CMM-Computer Systems Analysts, CMM-Information Security Analysts, CMM-Computer Programmers, CMM-Software Developers, CMM-Software Quality Assurance Analysts and Testers, CMM-Web Developers, CMM-Web And Digital Interface Designers, CMM-Computer Support Specialists, CMM-Database Administrators and Architects, CMM-Network And Computer Systems Administrators, CMM-Computer Network Architects, CMM-Computer Occupations, All Other, CMM-Actuaries, CMM-Operations Research Analysts, CMM-Other Mathematical Science Occupations, ENG-Architects, Except Landscape And Naval, ENG-Landscape Architects, ENG-Surveyors, Cartographers, And Photogrammetrists, ENG-Aerospace Engineers, ENG-Biomedical And Agricultural Engineers, ENG-Chemical Engineers, ENG-Civil Engineers, ENG-Computer Hardware Engineers, ENG-Electrical And Electronics Engineers, ENG-Environmental Engineers, ENG-Industrial Engineers, Including Health And Safety, ENG-Marine Engineers And Naval Architects, ENG-Materials Engineers, ENG-Mechanical Engineers, ENG-Petroleum, Mining And Geological Engineers, Including Mining Safety Engineers, ENG-Other Engineers, ENG-Architectural And Civil Drafters, ENG-Other Drafters, ENG-Electrical And Electronic Engineering Technologists And Technicians, ENG-Other Engineering Technologists And Technicians, Except Drafters, ENG-Surveying And Mapping Technicians; Educational attainment (SCHL): Regular high school diploma, Associate's degree, Bachelor's degree, Master's degree, Doctorate degree"
"Detroit City (Southwest) PUMA, Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wayne County (Northeast)--I-94 Corridor PUMA, Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Monroe County PUMA, Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","","",""
" -> PRF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Upper Peninsula PUMA, Michigan","","","","","","","","40","","","","","50","","","","","50","50","","40","","40","","","","","","","","","","","","","","","40","","","","40","","30","","","","","","","","","42","45","","","","","","","","","40","40","","","","","","","","","","","","","","","","6","","","40","58","","","","","","","","","46","0","","","","","","","","","","","","","","","","","","","43","","","","","","","","","","","","","","","50","40","","","","","3","","","","","","","","","","","","","","40","","","","","","","","","40","28","5","","","40","25","","","","","40","","","","","","","","41","40","","","","40","12","","",""
"Eastern Upper Peninsula PUMA, Michigan","","","","","","","","44","","","","","","","","","","40","","","","","42","","","","","","","","","","","","","","1","40","","","","40","40","","","","","","","","","0","","","","","","45","","","","","","","","","","","","","","","","","","","","","","20","","","39","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","","","","","","","47","","3","0","","","","","","","","","","","","","","","","","","60","","","","","","","",""
"Northeast Lower Peninsula PUMA, Michigan","","","","","","","","","","","","","","","","","50","","","","","","41","29","","","","","","","","","","","","","","","","","","40","40","","","","","","","","","","","","","","","","45","","","","50","","","","","","","","","","","","","","","40","","","","","40","44","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","","","","","","","","","","","","","","","20","","","","0","","",""
"Northwest Lower Peninsula (East) PUMA, Michigan","","","","","","","","41","","","","","","","","","45","38","25","","","","45","","","","","","","","","","","","","","","","","","","50","40","40","","","","","","","","40","40","","","","","","","","","40","33","","","","","","0","","","","","","","","","","","","","","","40","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","44","","","","","","","","","","","","","","","","0","","","","40","","","","","","","","","","","","","","","2","0","","","","","","","","","30","50","","","","","","","","","34","","","","","","","","48","45","","","","","","","",""
"Northwest Lower Peninsula (West) PUMA, Michigan","","","","","","","","43","5","","","","","","","","","50","","","","","29","33","","","","","","","","","40","","","","50","","","","","37","29","","","","","","","","","40","","","","","","40","40","","","45","","20","","","","","","","","","","","","","","","","","","50","12","50","","","","10","","","","","32","","","","","","","","","","","","","","","","","","","","40","","","","","40","","","","","16","","","","","0","","","","","45","","","","60","","","","","","","","","","","","","","","","","","","","","","","","","40","40","","","44","25","","","","","","","","","","45","30","","","","","","",""
"Newaygo, Mason, Oceana & Lake Counties PUMA; Michigan","","","","","","","","","","","","","","","","","","32","","","","40","","0","","","","3","","","","","","40","","","","","","","","40","","","","","","","","","","","","10","","","","","","","","","40","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","","","","","","","","","","","","","","","","","","","","35","50","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","50","","","","","4","","","","","","","","","40","","","","40","","","","","","","",""
"Muskegon County PUMA, Michigan","","","","","","","","23","0","","","","","","","","","40","","","","","40","","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","45","","","","","","","","","","55","","","","","","","","","","","","","","","","","","","","","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","50","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","40","45","","","","40","","","","","","","","","","","","","","15","","45","",""
"Ottawa County (West) PUMA, Michigan","","","","","","","","50","","","","","","","","","","26","","","","","39","40","","","","","0","","","","30","","","","","","","","40","45","40","","","","","","","10","","","","","","","","","","","40","35","40","","","","","","","","","","","","","","","","","","","","","31","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","44","","","","","","","","45","","50","","","","","","","","","","41","","","","","","","","","","","","","","","","32","50","","","","","","","","40","","30","","","","","","","","45","","","","","","","","","","","","","","","","",""
"Ottawa County (East) PUMA, Michigan","","","","","","","","44","","","","","","","","","","","40","","40","","34","50","","","","","35","","","40","","","","","","","","50","","","43","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","","","","","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","28","","","","40","","","","","","","","","","","","","","6","60","","",""
"Allegan County PUMA, Michigan","","","","","","","","","40","","","","","","","","","40","","","","","","40","","","","","","","","","40","","","","","48","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","","","","","","","","","","41","","","","","","","","","52","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","50","","25","","","",""
"Kent County (Southwest) PUMA, Michigan","","","","","","","","55","","","","","","","","","","38","45","","","45","46","","","","","","","","","","","","","","","","","","","","","","","39","","","","","","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","","","","40","40","","","","","","","","","","","","","","","","","","","","","",""
"Kent County (Central)--Grand Rapids City Area PUMA, Michigan","","","20","","","","40","39","34","","","60","40","","","27","40","34","","","","40","41","","","","","","","","","40","18","10","","40","","40","40","","40","40","","90","","","","","","","","","","","","","","","","","","40","40","47","","","","40","","","","","","40","","","","","","","","","0","42","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","35","","","","","","","","","","50","","","","","45","","40","","","","","","","","","","","","","","","","","","40","","","","","","","","","","42","36","","","","","","","","45","34","","","","","","","","","","","","","","","","",""
"Kent County (Southeast) PUMA, Michigan","","","","","","","","42","48","","","","","","","","","11","43","","40","40","38","41","","","","50","","","","","","","","40","","","","","40","","49","27","","","","","","","","","","","","40","","25","","","","","40","45","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","40","","","","","","","","","","","","","","","","","","40","","22","","","","","","","","","","39","","","","","","","","","","50","","","","","","","","","","","","","40","","20","","","","","","","","","","40","37","","","","","","","40","24","0","","","","","","","","","20","","","","","35","","",""
"Kent County (North) PUMA, Michigan","","","","","","","","44","22","","","","","","","","45","40","45","","","","41","","","","","","","","","","","","","","","40","","","40","40","","","","","","","","","","","","","","","","","","","45","40","","","","","","","","","","","42","","","","","","","","","","","45","","","","35","","","","","43","","","","","","","","","","","","","","","","","","","","45","","","","","20","","","","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","43","","","","","","",""
"Ionia, Montcalm, Mecosta & Osceola Counties PUMA; Michigan","","","","","","","","","45","","","","","","","","","45","","","","10","","","","","","44","","","10","","55","","","0","","","","","","","40","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","","","","","","","","","","","","","","","","","","","","40","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","5","","","","","","","","","46","","15","","","","","","",""
"Isabella, Gratiot & Clare Counties PUMA; Michigan","","","","","","","","","","","","60","","","","","40","40","60","0","","","","40","","","","40","","","","","","","","","","","","","","40","41","42","","","","0","","","","","","","","","55","","","","","","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","","","","","","","","","","","","","","","","","","","","42","","","","","","50","",""
"Iosco, Gladwin, Roscommon, Ogemaw & Arenac Counties PUMA; Michigan","","","","","","50","0","43","","","","","","","","","","40","","","","40","50","","","","","","","","","","","","","","","35","","","43","40","40","","","","","","","","","","","","","","","","","","","50","30","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","48","","","","","","","","","","","","","","","","","","","13","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","","","","40","","","","","","","","","","","","","","","","0","","","54","","","",""
"Bay & Midland Counties PUMA, Michigan","","","","","","","","58","","","","","","","","","40","46","","","","40","40","15","","","","","","","","","40","40","","","","","","","","","55","","","","","","","","","","34","","","","","","","","","","45","","","","","","","","","","","","","","","","","","","","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","47","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","40","","","","","","","","","","","40","","5","","","40","","","50","40","","","","","","","","","","40","30","","","","","","",""
"Saginaw County PUMA, Michigan","","","","","","","","","","","","42","50","","","","40","7","","","","","38","","","","","42","","","","","","","","","","","","","40","40","40","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","40","45","0","","","","","","","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","32","","","","0","","","",""
"Tuscola, Sanilac & Huron Counties PUMA; Michigan","","","","","","","","18","23","","","","","","","","80","40","","","","","40","40","","","","","","","","","","","","","","40","","","","","65","65","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","40","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","","","","","","","","","","30","","","","","","","","","40","","","","","45","","",""
"Genesee (East) & Lapeer Counties PUMA, Michigan","","","30","40","","","40","55","40","","","","","","","","","40","","","40","28","43","","","","","","40","","","","","","","","","40","","","40","40","40","","","","","","","","","","","","","","","","","","","","","40","","","","45","","","","","","","","","","","","","","","40","40","","","","","","","","","45","","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","40","47","55","","40","","","","","","","","","","","","","","","","","","","","0","","",""
"Genesee County (Central, Outside Flint City) PUMA; Michigan","","","","","","","","","0","","","","37","","","","","0","","","","40","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","40","","","","","","","","","40","","","","","","","","","","","","","","45","","","",""
"Genesee County (Central)--Flint City Area PUMA, Michigan","","","","","","40","","20","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","40","0","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Genesee (West) & Shiawassee Counties PUMA, Michigan","","","","","","","","49","","","","","","","","","","22","45","","","","40","50","","","","","","","","","","","","40","","","","","","43","40","","","","","","","","","","50","","","","","","","","","44","40","","","","","","","","","","50","","","","","","","","","40","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","41","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","9","12","","0","","","","","","","","","","","","","","","","","","","","40","","","40",""
"Ingham County (South & East) PUMA, Michigan","","","","40","","","","37","","0","","","","","","","","40","38","","","40","38","20","","","","40","","","","","40","","","","","12","","","","40","36","53","","","","","40","","","","","","","","","40","","","30","","47","","","","","","","","","","45","","","","","","","44","","","","","","","","","","","","","47","","","","","","","","","","","","","","","","","","","40","46","30","","","","","","","","","40","","","","","","","","","","25","","","","","","","","","","","","","","","40","50","","","","","","","12","40","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ingham County (Northwest) PUMA, Michigan","","","","","","","","40","49","","","","","","","","45","40","","","40","37","32","40","40","","","","40","","35","","","40","","","","40","0","","","43","27","42","","","","","","","","","40","","","","","","","","","40","48","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","40","","","40","","","","","","","","","","","","","","","45","","","","","","","",""
"Eaton & Clinton Counties PUMA, Michigan","","","","","","","","43","45","","","40","","","","","40","40","25","","","40","41","8","","","","45","","","","","","0","","","","","","","","40","41","","","","","40","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","40","","","","","","25","","","","","","","","","45","","","","","","","","","","","","","","","","","","","","41","","","","","","","","","","33","","","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","25","","0","","","","40","","","","","","40","","","","","","","","","","","","","","","40","",""
"Calhoun & Barry Counties PUMA, Michigan","","","","","","","","45","","","","","","","","","","36","","","","40","40","35","","","","","","","","","","","","","","","","","24","41","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","40","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","15","","47","","","","","","","","","","40","","","","","","35","","","","","40","","","","","","","","","","","","","","45","","","","","","","","","","24","","","","40","","","","","","","","","","","","","","","40","","","","","","","",""
"Kalamazoo County (Outer) PUMA, Michigan","","","","","","","","40","","","","","","","","","","","","","","","41","47","","","","","","","","","0","","","","","10","","","","","52","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","50","","","","","","","","","","46","","","","","","","","","","","","","","","","","","40","","41","","","","","","","","","","","","","","","50","","","","","37","","","","","","","","","","","","","","","14","","","","","","","","","","54","","","","","","","","","","","","","","0","","","","","40","","","","0","","","",""
"Kalamazoo County (Central)--Kalamazoo & Portage Cities Area PUMA, Michigan","","","42","","","","","40","","","","","","","","","8","42","45","","","20","40","40","","","20","","","","","","","","","","","","","","","","23","35","","","","","40","","","","","","","","40","","","","40","40","45","","","","","","","","","","","","","","","","0","","","40","52","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","48","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","","","","","","","","","","","44","","","","","","",""
"St. Joseph & Branch Counties PUMA, Michigan","","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","40","","","","","","","","","","","","","","","","","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","35","","","",""
"Van Buren & Cass Counties PUMA, Michigan","","","","","","","","","","","","","","","","","50","39","","","","","","","","","","40","","","","","","","","","","","","","","40","","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","40","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Berrien County PUMA, Michigan","","","","","","","","35","40","","","","","","","","24","43","40","","","","","40","","","","40","","","","","","36","","","50","","","","40","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","41","","","","45","","","","","40","","","","","","","","","","","","","","","","","","","40","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","48","0","","","","","","","","40","","","","","","","","","","","","45","","40","","","",""
"Lenawee & Hillsdale Counties PUMA, Michigan","","","","","","","","56","","","","","","","","","","","","","58","","55","60","","","","","","","","","","","","","","","","","20","40","","","","","","","","","","40","41","","","","","","","","40","","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","43","","","","","","","","","","","40","","","","","","","","","","","","","","55","45","","","","","","","","40","","","","","","","","","","45","","","","","40","","","","40","40","","","","","","","",""
"Jackson County PUMA, Michigan","","","","","","","","40","","","","","","","","","","40","","","","","","40","","","","32","","","","","40","","","","","","","","44","40","30","","","","","","","","","45","","","","","","","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","","","","","","","","","","45","","","","","","","","","","80","","","","","","","","","","","","","","50","","","","","","","","","","48","45","","","40","4","","","","","","","","","","","","","","","","","","","","","","",""
"Washtenaw County (West, Northeast & Southeast) PUMA; Michigan","","","","","","","","18","8","","","","","","","","","35","40","0","","","40","43","","","","42","","","","","","15","","","","","","","0","","40","","","","40","0","","","","45","","","","","","","","","","40","41","","","","","","","","","","32","40","","","","40","42","12","","","","36","","","","","","","","","45","","","","","","0","","","","","","","","","0","","","","","40","","","","","","","","","","","","","","","","45","","","40","","","","","","","","","","","","","","","","","40","","","","","","","","","54","27","","","40","","","","","","","","","","","","","","","","","","","","","","",""
"Washtenaw County (East Central)--Ann Arbor City Area PUMA, Michigan","","","","59","35","","","32","48","18","","","","40","","","","40","44","40","","","40","27","40","","","5","","","","","","40","","","","22","40","","","","16","34","","","","","","","","","31","","","","","","","","","","40","","","","","","","","","","","","","","","","30","","","","40","44","","","","40","50","","","","","","","","","","","","","","","","","","","40","","","","","37","43","","","","","40","","","","","41","","","","","","","","","40","","","","","","","","","","","","","","","","41","28","","","","","","","","46","37","40","","","","","","","","","","","","","","","","40","","40","","","","","","",""
"Washtenaw County (East Central, Outside Ann Arbor City) PUMA; Michigan","","","","","","","","45","47","40","40","","","50","","","0","46","49","","","31","41","43","45","","","40","","","","","","","","","","40","","","40","40","35","40","40","","40","60","","","","","42","0","","","","","","60","","32","41","","","","","","","","","","","","","","","45","0","","","","","41","50","","","","40","","","","","","","","","","","","","","","","","","","","","","","0","28","8","","","","40","","","","","40","40","","","","","","","","","43","","","","","","","","","","","","","","","40","","40","","","","","","","","41","","","40","","","","","40","","","","","","","40","","","","","","","","","48","","",""
"Livingston County PUMA, Michigan","","","","","","","70","28","37","","40","","42","","","","","42","60","","","50","42","48","","","","","","","","","41","","","","","35","40","","","37","41","40","","","40","","40","","","40","","","","","","","","","","43","0","45","","","","","","","","","","0","","","","","","","","40","60","50","","","","","45","","","","","","","","","","","","","","","","","","","","","","","40","46","42","","","","","","","","40","47","40","","","","42","35","","","","0","","","","","","","","","","","","","","","48","20","","","","","","","","75","42","28","","","40","0","","","","42","","","","","","","","","38","","","","","","48","55","",""
"Oakland County (West) PUMA, Michigan","","","","","","","","36","28","","","","42","","","","","47","40","","50","50","37","40","","","40","40","","","50","40","","","","","","","","","","","37","0","","45","","","32","","","46","40","","","","","","","","","","40","","","","","45","","","","","31","","","","","","","","","","47","","","","","","","","","","40","","","","","","","","","","","","","","","","","","45","","45","30","","","","40","","","","","","40","","","","32","","","","","","","","","","","","","","","","","","","","47","40","","","","","","","45","40","","41","36","","","40","","","","","","","","","","","","","","","","","","40","","40","",""
"Oakland County (Northeast) PUMA, Michigan","","","","","","","40","30","21","","","","46","","","","","61","","38","","40","45","0","","","","","","","","","60","50","","","","","","","","9","40","40","","","","","","","","","","","","","","40","45","","","","","53","","","","","","","","40","","","40","","","","","","","","40","44","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","48","44","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","50","","40","","","","","","","","","49","43","","","","","","","45","","","","","","","","","","","","","","","","","","",""
"Oakland County (East Central)--Troy & Rochester Area PUMA, Michigan","","","","","","","","42","42","","","","45","","","40","","40","47","40","35","43","40","39","40","","","40","","","","","42","","","","","32","","","","","40","39","","","","26","8","20","","","42","","","","","35","","","","","28","23","","","","","","","","","0","","","","","40","","","","","44","35","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","22","31","38","","","40","40","","45","","40","40","47","","","","","","","","50","40","","","","","","","","","","","","","","43","","45","","","","","","40","40","41","37","5","","","52","","","","","","","","","","","","","","","","","","","","","",""
"Oakland County (Central) PUMA, Michigan","","","","","","","40","55","40","","","25","","","","","","40","40","","","","39","40","","","","40","","","","0","","","","","","","","","","40","29","40","","","","65","","","","","45","","","","40","","","","","42","40","40","","","","","","","","","","","","","","","40","","","","30","40","","","","48","","","","","","","","","","","","","","","","","","","","","","","","43","37","50","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","43","40","","","","","","","","","60","40","","","","35","","","","40","","","","","","","","","","","","","","20","","","",""
"Oakland County (Southwest) PUMA, Michigan","","","","","","","","32","40","","","29","","","","","","36","","","","","41","35","","","","","40","","","","","","","","65","","","","","22","21","60","","","","","","","48","","","","","","","","","","70","41","41","","","","","","","","","","","27","","","40","","40","","","","50","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","51","20","40","","","40","","","","65","55","","","","","","","","","","","","","","","","","","","","","","","","","40","32","","","","","","","45","","","","","","","","","","","","40","","","","","","","","","45","","","","","","","",""
"Oakland County (Central)--Birmingham & Bloomfield Area PUMA, Michigan","","","","","","","","21","22","0","","","","","","","","35","40","","","40","45","35","40","","","","","","","","53","","","","","40","","","","","29","40","","","","40","","","","","","40","","","","","","","40","","0","40","","","","","","","","40","50","","","","","","","","","","49","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","46","25","","","40","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","46","48","50","","","","","","","40","49","50","60","","","","","","","","","","","","","","","","","","","","","","35","","",""
"Oakland County (South Central)--Farmington & Southfield Area PUMA, Michigan","","","","","","","40","28","40","20","","","","","","","","41","40","","","40","41","35","40","","","39","40","","","","0","","","","","","","","40","40","46","48","","","","","45","","","","40","40","","","","41","","","","40","43","40","","","","","","","","","40","","","","","40","40","","","","60","40","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","44","42","","","","","","","","","0","45","","","","","","","","","0","40","","","","","","","","","","","","","","43","40","","","","","","","","","30","43","","","40","35","","","","","","","","","40","","","","","","","","","","","","",""
"Oakland County (Southeast) PUMA, Michigan","","","50","","","","","41","39","","","","49","","","30","40","35","","0","","40","41","33","50","","","","","","","","40","","","","","40","","","","40","43","","","","","","","","","","45","50","","","","","","","","40","45","0","","","","","","","","","45","24","","","","43","","","","","32","47","48","","","","","","","","50","","","","","","","","","","","","","","","","","","50","40","37","28","","","","40","","","","","45","","","","","24","45","","","40","53","","","","","","","","","","","0","","","","33","40","","","","","","","","40","40","40","","","48","45","","","","","50","","","","","","","","","","","","","","","40","",""
"Macomb County (North) PUMA, Michigan","","","","","","","40","","","","","","","","","","50","0","","","","","","40","","","","45","","","","","","","","15","","","","","","45","50","","","","40","","","","","","60","","","","","","","","","26","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","40","","","","","","","","","40","45","","","","","","","","","","40","","","","","","","","","","","","","40","","","","","","","","","","0","","","27","","","","","","","","40","9","","","","","","","","","","","","","","","","",""
